calc_group,canada_territorial_gas_mtco2e_yr,canada_territorial_claimed_electric_mtco2e_yr,canada_territorial_all_electric_mtco2e_yr
operating,8.986261494000004,8.986261494000004,6.9339087330000035
under_construction,2.849644799999998,2.0927078999999984,2.0927078999999984
proposed,38.43735599999998,33.109147149999984,28.227433312499993
