year,scenario,project_id,project_name,calc_group,chain,emissions_mtco2e,start_year,lifespan_years,lifespan_source,start_was_placeholder,canada_only
2043,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2044,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2045,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2046,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2047,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2048,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2049,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2050,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2051,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2052,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2053,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2054,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2055,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2056,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2057,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2058,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2059,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2060,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2061,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2062,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2063,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2064,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2065,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2066,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2067,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2068,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2069,near_term_methane_gwp20,discovery_t1t4,Discovery LNG Terminal,proposed,export,60.9114,2030,40,Parameters:lifecycle_years_default,True,False
2035,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,17.424,2030,40,Parameters:lifecycle_years_default,True,False
2036,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,30.492,2030,40,Parameters:lifecycle_years_default,True,False
2037,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2038,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2039,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2040,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2041,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2042,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2043,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2044,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2045,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2046,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2047,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2048,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2049,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2050,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2051,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2052,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2053,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2054,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2055,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2056,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2057,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2058,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2059,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2060,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2061,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2062,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2063,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2064,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2065,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2066,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2067,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2068,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2069,near_term_methane_gwp20,kanata_lng,Kanata LNG,proposed,export,36.54684,2030,40,Parameters:lifecycle_years_default,True,False
2025,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,13.475,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2026,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,32.34,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2027,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2028,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2029,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2030,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2031,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2032,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2033,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2034,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2035,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2036,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2037,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2038,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2039,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2040,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2041,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2042,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2043,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2044,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2045,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2046,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2047,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2048,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2049,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2050,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2051,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2052,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2053,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2054,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2055,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2056,howarth_high,lng_canada_phase_1,LNG Canada Terminal,operating,export,45.815,2025,32,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 8y from Asset Register:authorised_export_term_years),False,False
2028,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,5.082,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2029,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,8.8935,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2030,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2031,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2032,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2033,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2034,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2035,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2036,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2037,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2038,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2039,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2040,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2041,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2042,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2043,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2044,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2045,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2046,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2047,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2048,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2049,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2050,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2051,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2052,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2053,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2054,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2055,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2056,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2057,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2058,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2059,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2060,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2061,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2062,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2063,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2064,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2065,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2066,howarth_high,cedar_lng,Cedar FLNG Terminal,under_construction,export,10.659495,2028,39,Asset Register:authorised_export_end_year=2066 (hard stop; cuts 1y from Asset Register:authorised_export_term_years),False,False
2028,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,3.234,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2029,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,5.6595,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2030,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2031,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2032,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2033,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2034,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2035,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2036,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2037,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2038,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2039,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2040,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2041,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2042,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2043,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2044,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2045,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2046,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2047,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2048,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2049,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2050,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2051,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2052,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2053,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
2054,howarth_high,woodfibre_lng,Woodfibre LNG Terminal,under_construction,export,6.783315,2028,30,Asset Register:authorised_export_end_year=2057 (hard stop; cuts 10y from Asset Register:authorised_export_term_years),False,False
